PUBMEDID	STUDY	DISEASE.TRAIT	ACCESSION_ID	EFO_ID	N	N_num	HAS_SUM_STATS	HARMONISED_FILE_URL
29273806	 Asthma_Demenais_2017	Asthma	GCST005212	MONDO_0004979	19,954 European ancestry cases, 107,715 European ancestry controls, 2,149 African ancestry cases, 6,055 African ancestry controls, 1,239 Japanese ancestry cases, 3,976 Japanese ancestry controls, 606 Latino cases, 792 Latino controls	142486	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005212/harmonised/29273806-GCST005212-EFO_0000270.h.tsv.gz
30271922	 Risk-Taking_Clifton_2018	Self-reported risk-taking behaviour	GCST006810	EFO_0008579	113,882 European ancestry cases, 322,354 European ancestry controls	436236	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006810/harmonised/30271922-GCST006810-EFO_0008579.h.tsv.gz
23143594	 Psoriasis_Tsoi_2012	Psoriasis	GCST005527	EFO_0000676	10,588 European ancestry cases, 22,806 European ancestry controls	33394	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005527/harmonised/23143594-GCST005527-EFO_0000676.h.tsv.gz
22561518	 Vitilogo_Jin_2012	Vitiligo	GCST001509	EFO_0004208	418 European ancestry cases, 2,810 European ancestry controls        	3228	True	
22057235	 Celiac-Disease_Trynka_2011	Celiac disease	GCST005523	EFO_0001060	11,812 European ancestry cases, 229 Indian ancestry cases, 11,837 European ancestry controls, 391 Indian ancestry controls	24269	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005523/harmonised/22057235-GCST005523-EFO_0001060.h.tsv.gz
21980299	 Type-1-Diabetes_Bradfield_2011	Type 1 diabetes	GCST001255	MONDO_0005147	9,934 European ancestry cases, 16,956 European ancestry controls	26890	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST001001-GCST002000/GCST001255/harmonised/21980299-GCST001255-EFO_0001359.h.tsv.gz
24076602	 Multiple-Sclerosis_Beechman_2013	Multiple sclerosis	GCST005531	MONDO_0005301	14,498 European ancestry cases, 24,091 European ancestry controls	38582	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005531/harmonised/24076602-GCST005531-EFO_0003885.h.tsv.gz
26502338	 Lupus_Bentham_2015	Systemic lupus erythematosus	GCST003156	EFO_0002690	5,201 European ancestry cases, 9,066 European ancestry controls	14267	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003156/harmonised/26502338-GCST003156-EFO_0002690.h.tsv.gz
31619474	 Asthma_Zhu_2019	Asthma (adult onset)	GCST008918	EFO_1002011	22,296 European ancestry cases, 347,481 European ancestry controls	369777	True	
31619474	 Asthma_Zhu_2019	Asthma (childhood onset)	GCST008917	MONDO_0005405	9,676 European ancestry cases, 347,481 European ancestry controls	357157	True	
31619474	 Asthma_Zhu_2019	Asthma	GCST008916	MONDO_0004979	46,802 European ancestry cases, 347,481 European ancestry controls	394283	True	
30940143	 Hypertension_Zhu_2019	Hypertension	GCST007610	EFO_0000537	144,793 European ancestry cases, 313,761 European ancestry controls	458554	True	
30940143	 Hypertension_Zhu_2019	Resting heart rate	GCST007609	EFO_0004351	458,969 European ancestry individuals	458969	True	
30104761	 Cross-Trait_Zhou_2018	Colorectal cancer	GCST008372	EFO_0005842	4,562 European ancestry cases, 382,756 European ancestry controls	387318	True	
30104761	 Cross-Trait_Zhou_2018	Thyroid cancer	GCST008371	EFO_0002892	358 European ancestry cases, 407,399 European ancestry controls 	407757	True	
30104761	 Cross-Trait_Zhou_2018	Glaucoma	GCST008373	EFO_0000516	4,462 European ancestry cases, 397,761 European ancestry controls	402223	True	
30104761	 Cross-Trait_Zhou_2018	Coronary artery disease	GCST008370	EFO_0001645	31,355 European ancestry cases, 377,103 European ancestry controls 	408458	True	
30910378	 Urinary-Metabolites_Zanetti_2019	Urinary sodium to creatinine ratio	GCST007778	EFO_0009883	218,450 European ancestry individuals	218450	True	
30910378	 Urinary-Metabolites_Zanetti_2019	Urinary potassium to creatinine ratio	GCST007721	EFO_0009882	218,435 European ancestry individuals	218435	True	
30910378	 Urinary-Metabolites_Zanetti_2019	Urinary albumin-to-creatinine ratio	GCST007718	EFO_0007778	218,759 European ancestry individuals	218759	True	
30910378	 Urinary-Metabolites_Zanetti_2019	Urinary sodium to potassium ratio	GCST007717	EFO_0009884	217,996 European ancestry individuals	217996	True	
29346644	 Age-Related-Macular-Degeneration_Yan_2018	Disease progression in age-related macular degeneration (adjusted for baseline)	GCST009144	EFO_0008336	1,105 progressed eyes and 3,912 non-progressed eyes from 2,721 European ancestry individuals	2721	True	
29346644	 Age-Related-Macular-Degeneration_Yan_2018	Disease progression to geographic atrophy form in age-related macular degeneration	GCST005360	EFO_0008336	615 progressed eyes and 3,912 non-progressed eyes from up to 2,721 European ancestry individuals	2721	True	
29346644	 Age-Related-Macular-Degeneration_Yan_2018	Disease progression in age-related macular degeneration	GCST005359	EFO_0008336	1,105 progressed eyes and 3,912 non-progressed eyes from 2,721 European ancestry individuals	2721	True	
29346644	 Age-Related-Macular-Degeneration_Yan_2018	Disease progression to choroidal neovascularization form in age-related macular degeneration	GCST005358	EFO_0008336	508 progressed eyes and 3,912 non-progressed eyes from up to 2,721 European ancestry individuals	2721	True	
31763980	 Facial-Shape_Xiong_2019	Facial morphology	GCST009464	EFO_0007841	10,115 European ancestry individuals	10115	True	
29700475	 Depression_Wray_2018	Depression	GCST005839	EFO_0003761	135,458 European ancestry cases, 344,901 European ancestry controls	480359	True	
23696881	 Metabolite-Levels_Wood_2013	Homocysteine levels	GCST009171	EFO_0004578	1,208 European ancestry individuals	1208	True	
31453325	 Anthropomorphic-Traits_Wang_2019	BMI-adjusted waist-hip ratio variance	GCST009127	EFO_0007788	346,535 European ancestry individuals	346535	True	
31453325	 Anthropomorphic-Traits_Wang_2019	Heel bone mineral density variance	GCST009115	EFO_0009270	197,261 European ancestry individuals	197261	True	
31453325	 Anthropomorphic-Traits_Wang_2019	Lung function (FEV1/FVC) variance	GCST009114	EFO_0004713	316,614 European ancestry individuals	316614	True	
31453325	 Anthropomorphic-Traits_Wang_2019	Lung function (FEV1) variance	GCST009113	EFO_0004314	317,285 European ancestry individuals	317285	True	
31453325	 Anthropomorphic-Traits_Wang_2019	Lung function (forced vital capacity) variance	GCST009112	EFO_0004312	317,222 European ancestry individuals	317222	True	
31453325	 Anthropomorphic-Traits_Wang_2019	Height variance	GCST009111	EFO_0004339	347,086 European ancestry individuals	347086	True	
31453325	 Anthropomorphic-Traits_Wang_2019	Waist-hip ratio variance	GCST009110	EFO_0004343	347,134 European ancestry individuals	347134	True	
31453325	 Anthropomorphic-Traits_Wang_2019	Hip circumference variance	GCST009109	EFO_0005093	346,781 European ancestry individuals	346781	True	
31453325	 Anthropomorphic-Traits_Wang_2019	Waist circumference variance	GCST009108	EFO_0004342	347,158 European ancestry individuals	347158	True	
31453325	 Anthropomorphic-Traits_Wang_2019	Body mass index variance	GCST009107	EFO_0004340	346,393 European ancestry individuals	346393	True	
31453325	 Anthropomorphic-Traits_Wang_2019	Basal metabolic rate variance	GCST009106	EFO_0007777	341,584 European ancestry individuals	341584	True	
31453325	 Anthropomorphic-Traits_Wang_2019	Body fat percentage variance	GCST009105	EFO_0007800	341,632 European ancestry individuals	341632	True	
31453325	 Anthropomorphic-Traits_Wang_2019	Birth weight variance	GCST009116	EFO_0004344	197,758 European ancestry individuals	197758	True	
30595539	 Burn-Scarring_Wallace_2018	Postburn scar height	GCST007251	EFO_0007747	665 European ancestry individuals	665	True	
30595539	 Burn-Scarring_Wallace_2018	Postburn scar pliability	GCST007252	EFO_0007747	665 European ancestry individuals	665	True	
30279459	 Hippocampal-Volumes_van-der-Meer_2018	Parasubiculum volume	GCST006895	EFO_0009405	21,297 European ancestry individuals	21297	True	
30279459	 Hippocampal-Volumes_van-der-Meer_2018	HATA volume	GCST006894	EFO_0009401	21,297 European ancestry individuals	21297	True	
30279459	 Hippocampal-Volumes_van-der-Meer_2018	Hippocampal subfield CA3 volume	GCST006888	EFO_0009395	21,297 European ancestry individuals	21297	True	
30279459	 Hippocampal-Volumes_van-der-Meer_2018	Hippocampal subfield CA4 volume	GCST006889	EFO_0009396	21,297 European ancestry individuals	21297	True	
30279459	 Hippocampal-Volumes_van-der-Meer_2018	Dentate gyrus granule cell layer volume	GCST006890	EFO_0009403	21,297 European ancestry individuals	21297	True	
30279459	 Hippocampal-Volumes_van-der-Meer_2018	Dentate gyrus molecular layer volume	GCST006891	EFO_0009397	21,297 European ancestry individuals	21297	True	
30279459	 Hippocampal-Volumes_van-der-Meer_2018	Hippocampal fissure volume	GCST006892	EFO_0009404	21,297 European ancestry individuals	21297	True	
30279459	 Hippocampal-Volumes_van-der-Meer_2018	Fimbria volume	GCST006893	EFO_0009402	21,297 European ancestry individuals	21297	True	
30279459	 Hippocampal-Volumes_van-der-Meer_2018	Hippocampal tail volume	GCST006870	EFO_0009398	21,297 European ancestry individuals	21297	True	
30279459	 Hippocampal-Volumes_van-der-Meer_2018	Total hippocampal volume	GCST006871	EFO_0005035	21,297 European ancestry individuals	21297	True	
30279459	 Hippocampal-Volumes_van-der-Meer_2018	Presubiculum volume (corrected for total hippocampal volume)	GCST006872	EFO_0009400	21,297 European ancestry individuals	21297	True	
30279459	 Hippocampal-Volumes_van-der-Meer_2018	Subiculum volume (corrected for total hippocampal volume)	GCST006873	EFO_0009399	21,297 European ancestry individuals	21297	True	
30279459	 Hippocampal-Volumes_van-der-Meer_2018	Hippocampal subfield CA1 volume (corrected for total hippocampal volume)	GCST006874	EFO_0009394	21,297 European ancestry individuals	21297	True	
30279459	 Hippocampal-Volumes_van-der-Meer_2018	Hippocampal subfield CA3 volume (corrected for total hippocampal volume)	GCST006875	EFO_0009395	21,297 European ancestry individuals	21297	True	
30279459	 Hippocampal-Volumes_van-der-Meer_2018	Hippocampal subfield CA4 volume (corrected for total hippocampal volume)	GCST006876	EFO_0009396	21,297 European ancestry individuals	21297	True	
30279459	 Hippocampal-Volumes_van-der-Meer_2018	Dentate gyrus granule cell layer volume (corrected for total hippocampal volume)	GCST006877	EFO_0009403	21,297 European ancestry individuals	21297	True	
30279459	 Hippocampal-Volumes_van-der-Meer_2018	Dentate gyrus molecular layer volume (corrected for total hippocampal volume)	GCST006878	EFO_0009397	21,297 European ancestry individuals	21297	True	
30279459	 Hippocampal-Volumes_van-der-Meer_2018	Hippocampal fissure volume (corrected for total hippocampal volume)	GCST006880	EFO_0009404	21,297 European ancestry individuals	21297	True	
30279459	 Hippocampal-Volumes_van-der-Meer_2018	Fimbria volume (corrected for total hippocampal volume)	GCST006882	EFO_0009402	21,297 European ancestry individuals	21297	True	
30279459	 Hippocampal-Volumes_van-der-Meer_2018	HATA volume (corrected for total hippocampal volume)	GCST006883	EFO_0009401	21,297 European ancestry individuals	21297	True	
30279459	 Hippocampal-Volumes_van-der-Meer_2018	Parasubiculum volume (corrected for total hippocampal volume)	GCST006884	EFO_0009405	21,297 European ancestry individuals	21297	True	
30279459	 Hippocampal-Volumes_van-der-Meer_2018	Presubiculum volume	GCST006885	EFO_0009400	21,297 European ancestry individuals	21297	True	
30279459	 Hippocampal-Volumes_van-der-Meer_2018	Subiculum volume	GCST006886	EFO_0009399	21,297 European ancestry individuals	21297	True	
30279459	 Hippocampal-Volumes_van-der-Meer_2018	Hippocampal subfield CA1 volume	GCST006887	EFO_0009394	21,297 European ancestry individuals	21297	True	
31396565	 Lobar-Brain-Volumes_van-der-Lee_2019	Occipital lobe volume	GCST008703	EFO_0010145	15,269 European ancestry individuals	15269	True	
31396565	 Lobar-Brain-Volumes_van-der-Lee_2019	Parietal lobe volume	GCST008704	EFO_0010146	15,269 European ancestry individuals	15269	True	
31396565	 Lobar-Brain-Volumes_van-der-Lee_2019	Temporal lobe volume	GCST008705	EFO_0010147	15,269 European ancestry individuals	15269	True	
31396565	 Lobar-Brain-Volumes_van-der-Lee_2019	Occipital lobe volume	GCST008707	EFO_0010145	15,269 European ancestry individuals, 405 African American individuals, 211 Chinese ancestry individuals, 131 Malay ancestry individuals	16016	True	
31396565	 Lobar-Brain-Volumes_van-der-Lee_2019	Parietal lobe volume	GCST008710	EFO_0010146	15,269 European ancestry individuals, 405 African American individuals, 211 Chinese ancestry individuals, 131 Malay ancestry individuals	16016	True	
31396565	 Lobar-Brain-Volumes_van-der-Lee_2019	Temporal lobe volume	GCST008711	EFO_0010147	15,269 European ancestry individuals, 405 African American individuals, 211 Chinese ancestry individuals, 131 Malay ancestry individuals	16016	True	
31396565	 Lobar-Brain-Volumes_van-der-Lee_2019	Frontal lobe volume	GCST008715	EFO_0010144	15,269 European ancestry individuals	15269	True	
31396565	 Lobar-Brain-Volumes_van-der-Lee_2019	Frontal lobe volume	GCST008717	EFO_0010144	15,269 European ancestry individuals, 405 African American individuals, 211 Chinese ancestry individuals, 131 Malay ancestry individuals	16016	True	
30995994	 Reading-And-Spelling-Ability_Truong_2019	Rapid automised naming and rapid alternating stimulus test performance	GCST007859	EFO_0005301	883 Hispanic American children, 441 African American children	1324	True	
30995994	 Reading-And-Spelling-Ability_Truong_2019	Latent naming speed	GCST007861	EFO_0005301	883 Hispanic American children	883	True	
30995994	 Reading-And-Spelling-Ability_Truong_2019	Latent naming speed	GCST007862	EFO_0005301	441 African American children	441	True	
30995994	 Reading-And-Spelling-Ability_Truong_2019	Rapid alternating stimulus test for letters/numbers	GCST007863	EFO_0005301	883 Hispanic American children, 441 African American children	1324	True	
30995994	 Reading-And-Spelling-Ability_Truong_2019	Rapid automised naming of letters	GCST007864	EFO_0005301	883 Hispanic American children, 441 African American children	1324	True	
30995994	 Reading-And-Spelling-Ability_Truong_2019	Rapid automised naming of objects	GCST007865	EFO_0005301	883 Hispanic American children, 441 African American children	1324	True	
31596875	 Rheumatoid-Arthritis-Joint-Damage_Traylor_2019	Joint damage in rheumatoid arthritis	GCST008993	EFO_0005413	2,527 European ancestry individuals	2527	True	
31596875	 Rheumatoid-Arthritis-Joint-Damage_Traylor_2019	Joint damage in rheumatoid arthritis	GCST008992	EFO_0005413	2,527 European ancestry individuals, 196 African ancestry individuals, 52 individuals	2775	True	
30134952	 Maternal-And-Neonatal-Immunity_Traglia_2018	Midgestational cytokine/chemokine levels (maternal genetic effect)	GCST006621	EFO_0007964	790 Hispanic, European, Asian, South Asian or African American individuals	790	True	
30134952	 Maternal-And-Neonatal-Immunity_Traglia_2018	Neonatal cytokine/chemokine levels (fetal genetic effect)	GCST006622	EFO_0007959	764 Hispanic, European, Asian, South Asian or African American individuals	764	True	
30134952	 Maternal-And-Neonatal-Immunity_Traglia_2018	Midgestational cytokine/chemokine levels (fetal genetic effect)	GCST006623	EFO_0007959	764 Hispanic, European, Asian, South Asian or African American individuals	764	True	
30134952	 Maternal-And-Neonatal-Immunity_Traglia_2018	Neonatal cytokine/chemokine levels (maternal genetic effect)	GCST006625	EFO_0005939	790 Hispanic, European, Asian, South Asian or African American individuals	790	True	
30808845	 Serum-Urea_Thio_2019	Serum urea levels	GCST007536	EFO_0009795	13,312 European ancestry individuals	13312	True	
29471430	 Colorectal-Cancer_Tanikawa_2018 	Colorectal cancer	GCST005591	EFO_0005842	6,692 Japanese ancestry cases, 27,178 Japanese ancestry controls	33870	True	
30664745	 Osteoarthritis_Tachmazidou_2019	Knee osteoarthritis	GCST007090	EFO_0004616	24,955 European ancestry cases, 378,169 European ancestry controls	403124	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST007001-GCST008000/GCST007090/harmonised/30664745-GCST007090-EFO_0004616.h.tsv.gz
30664745	 Osteoarthritis_Tachmazidou_2019	Osteoarthritis (hip)	GCST007091	EFO_1000786	15,704 European ancestry cases, 378,169 European ancestry controls	393873	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST007001-GCST008000/GCST007091/harmonised/30664745-GCST007091-EFO_1000786.h.tsv.gz
30664745	 Osteoarthritis_Tachmazidou_2019	Osteoarthritis of the hip or knee	GCST007092	EFO_1000786	39,427 European ancestry cases, 378,169 European ancestry controls	417596	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST007001-GCST008000/GCST007092/harmonised/30664745-GCST007092-EFO_0002506.h.tsv.gz
30664745	 Osteoarthritis_Tachmazidou_2019	Osteoarthritis	GCST007093	MONDO_0005178	77,052 European ancestry cases, 378,169 European ancestry controls	455221	True	
30718926	 Type-2-Diabetes_Suzuki_2019	Type 2 diabetes	GCST007847	MONDO_0005148	36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls	191764	True	
22466613	 Cystic-Fibrosis-Associated-Meconium-Ileum_Sun_2012	Cystic fibrosis (meconium ileus)	GCST001468	EFO_0004608	3,763 European ancestry cases	3763	True	
29875488	 Blood-Protein-Levels_Sun_2018	Blood protein levels	GCST005806	EFO_0007937	3,301 European ancestry individuals	3301	True	
28240269	 Blood-Protein-Levels_Suhre_2017		GCST004365			0		
28334899	 Lipid-Levels_Spracklen_2017	HDL cholesterol levels	GCST004232	EFO_0004612	34,930 East Asian ancestry individuals, 187,167 European ancestry individuals	222097	True	
28334899	 Lipid-Levels_Spracklen_2017	LDL cholesterol levels	GCST004233	EFO_0004611	32,285 East Asian ancestry individuals, 173,082 European ancestry individuals	205367	True	
28334899	 Lipid-Levels_Spracklen_2017	Total cholesterol levels	GCST004235	EFO_0004574	32,576 East Asian ancestry individuals, 187,365 European ancestry individuals	219941	True	
28334899	 Lipid-Levels_Spracklen_2017	Triglyceride levels	GCST004237	EFO_0004530	28,183 East Asian ancestry individuals, 177,861 European ancestry individuals	206044	True	
28548082	 C-Reactive-Protein-Levels_Southam_2017	C-reactive protein levels	GCST004530	EFO_0004458	up to 1,476 Mylopotamos (founder/genetic isolate) individuals, up to 1,737 Pomak (founder/genetic isolate) individuals	3213	True	
30552067	 Asthma_Shrine_2018	Asthma (moderate or severe)	GCST006911	MONDO_0004979	5,135 European ancestry cases, 25,675 European ancestry controls	30810	True	
30998689	 Varicose-Veins_Shadrina_2019	Varicose veins	GCST008057	HP_0002619	10,861 British ancestry cases, 397,594 British ancestry controls	408455	True	
26993346	 Alzheimers-Posterior-Cortical-Atrophy_Schott_2016	Posterior cortical atrophy and Alzheimer's disease	GCST003452	MONDO_0004975	293 cases, 10,547 healthy controls	10840	True	
31959995	 Chronic-Kidney-Disease-Urinary-Metabolite-Levels_Schlosser_2020	Urinary metabolite levels in chronic kidney disease	GCST009733	EFO_0005116	1,221 cases	1221	True	
30661054	 Diverticular-Disease_Schafmeyer_2019	Diverticular disease	GCST008105	EFO_0009959	31,964 European ancestry cases, 419,135 European ancestry controls	451099	True	
29860282	 Alzheimers-Disease-Biomarkers_Scelsi_2018 	Alzheimer's disease progression score	GCST006136	EFO_0006514	944 European ancestry individuals	944	True	
29860282	 Alzheimers-Disease-Biomarkers_Scelsi_2018 	Cortical amyloid beta load	GCST006135	EFO_0007707	936 European ancestry individuals	936	True	
29860282	 Alzheimers-Disease-Biomarkers_Scelsi_2018 	Hippocampal volume	GCST006134	EFO_0005035	926 European ancestry individuals	926	True	
30649302	 Anti-Mullerian-Hormone_Ruth_2019 	Anti-Mullerian hormone levels in pre-menopausal women of late reproductive age	GCST007363	EFO_0004769	3,344 European ancestry women	3344	True	
30677029	 BMI_Riveros-McKay_2019	Normal body mass index vs. thin	GCST007242	EFO_0004340	1,471 European ancestry thin adults, 6,460 European ancestry control adults	7931	True	
30677029	 BMI_Riveros-McKay_2019	Obesity (extreme)	GCST007241	EFO_0007041	1,456 British ancestry obese children, 6,460 European ancestry control adults	7916	True	
30677029	 BMI_Riveros-McKay_2019	Obese vs. thin	GCST007240	EFO_0007041	1,456 British ancestry obese children, 1,471 European ancestry thin adults	2927	True	
26352407	 Urinary-Metabolites_Raffler_2015	Urinary metabolites	GCST003119	EFO_0005116	3,861 European ancestry individuals	3861	True	
30239722	 BMI_Pulit_2018	Waist-to-hip ratio adjusted for BMI	GCST008994	EFO_0007788	379,501 European ancestry female individuals	379501	True	
30239722	 BMI_Pulit_2018	Waist-to-hip ratio adjusted for BMI	GCST008995	EFO_0007788	315,284 European ancestry male individuals	315284	True	
30239722	 BMI_Pulit_2018	Waist-hip ratio	GCST008996	EFO_0004343	697,734 European ancestry individuals	697734	True	
30239722	 BMI_Pulit_2018	Waist-hip ratio	GCST008997	EFO_0004343	381,152 European female individuals	381152	True	
30239722	 BMI_Pulit_2018	Waist-hip ratio	GCST008998	EFO_0004343	316,772 European ancestry male individuals	316772	True	
30239722	 BMI_Pulit_2018	Waist-to-hip ratio adjusted for BMI	GCST008999	EFO_0007788	694,649 European ancestry individuals	694649	True	
30239722	 BMI_Pulit_2018	Body mass index	GCST009001	EFO_0004340	374,756 European ancestry male individuals	374756	True	
30239722	 BMI_Pulit_2018	Body mass index	GCST009003	EFO_0004340	434,794 European ancestry female individuals	434794	True	
30239722	 BMI_Pulit_2018	Body mass index	GCST009004	EFO_0004340	806,834 European ancestry individuals	806834	True	
28887542	 Biomarker-Levels_Prins_2017	Glycated hemoglobin levels	GCST004939	EFO_0004541	5,288 European ancestry women, 4,148 European ancestry men	9436	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004939/harmonised/28887542-GCST004939-EFO_0004541.h.tsv.gz
28887542	 Biomarker-Levels_Prins_2017	Alanine transaminase levels	GCST004940	EFO_0004735	5,458 European ancestry women, 4,273 European ancestry men	9731	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004940/harmonised/28887542-GCST004940-EFO_0004735.h.tsv.gz
28887542	 Biomarker-Levels_Prins_2017	Dehydroepiandrosterone sulphate levels	GCST004941	EFO_0007001	5,414 European ancestry women, 4,308 European ancestry men	9722	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004941/harmonised/28887542-GCST004941-EFO_0007001.h.tsv.gz
28887542	 Biomarker-Levels_Prins_2017	HDL cholesterol	GCST005058	EFO_0004612	5,482 European ancestry women, 4,314 European ancestry men	9796	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005058/harmonised/28887542-GCST005058-EFO_0004612.h.tsv.gz
28887542	 Biomarker-Levels_Prins_2017	Serum albumin levels	GCST005059	EFO_0004535	5,501 European ancestry women, 4,323 European ancestry men	9824	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005059/harmonised/28887542-GCST005059-EFO_0004535.h.tsv.gz
28887542	 Biomarker-Levels_Prins_2017	Hemoglobin levels	GCST005060	EFO_0004509	5,392 European ancestry women, 4,275 European ancestry men	9667	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005060/harmonised/28887542-GCST005060-EFO_0004509.h.tsv.gz
28887542	 Biomarker-Levels_Prins_2017	Serum alkaline phosphatase levels	GCST005061	EFO_0004533	5,451 European ancestry women, 4,282 European ancestry men	9733	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005061/harmonised/28887542-GCST005061-EFO_0004533.h.tsv.gz
28887542	 Biomarker-Levels_Prins_2017	Fibrinogen levels	GCST005062	EFO_0004623	5,468 European ancestry women, 4,294 European ancestry men	9762	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005062/harmonised/28887542-GCST005062-EFO_0004623.h.tsv.gz
28887542	 Biomarker-Levels_Prins_2017	Glomerular filtration rate	GCST005063	EFO_0005208	up to 5,574 European ancestry women, up to 4,387 European ancestry men	9961	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005063/harmonised/28887542-GCST005063-EFO_0005208.h.tsv.gz
28887542	 Biomarker-Levels_Prins_2017	Aspartate aminotransferase levels	GCST005064	EFO_0004736	5,321 European ancestry women, 4,142 European ancestry men	9463	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005064/harmonised/28887542-GCST005064-EFO_0004736.h.tsv.gz
28887542	 Biomarker-Levels_Prins_2017	Cholesterol, total	GCST005065	EFO_0004574	5,495 European ancestry women, 4,322 European ancestry men	9817	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005065/harmonised/28887542-GCST005065-EFO_0004574.h.tsv.gz
28887542	 Biomarker-Levels_Prins_2017	Creatinine levels	GCST005066	EFO_0004518	5,497 European ancestry women, 4,306 European ancestry men	9803	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005066/harmonised/28887542-GCST005066-EFO_0004518.h.tsv.gz
28887542	 Biomarker-Levels_Prins_2017	C-reactive protein levels	GCST005067	EFO_0004458	5,350 European ancestry women, 4,191 European ancestry men	9541	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005067/harmonised/28887542-GCST005067-EFO_0004458.h.tsv.gz
28887542	 Biomarker-Levels_Prins_2017	LDL cholesterol	GCST005068	EFO_0004611	up to 5,574 European ancestry women, up to 4,387 European ancestry men	9961	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005068/harmonised/28887542-GCST005068-EFO_0004611.h.tsv.gz
28887542	 Biomarker-Levels_Prins_2017	Gamma glutamyl transferase levels	GCST005069	EFO_0004532	5,467 European ancestry women, 4,280 European ancestry men	9747	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005069/harmonised/28887542-GCST005069-EFO_0004532.h.tsv.gz
28887542	 Biomarker-Levels_Prins_2017	Urea levels	GCST005070	EFO_0004741	5,498 European ancestry women, 4,320 European ancestry men	9818	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005070/harmonised/28887542-GCST005070-EFO_0004741.h.tsv.gz
28887542	 Biomarker-Levels_Prins_2017	Insulin-like growth factor 1 levels	GCST005071	EFO_0004628	5,455 European ancestry women, 4,277 European ancestry men	9732	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005071/harmonised/28887542-GCST005071-EFO_0004628.h.tsv.gz
28887542	 Biomarker-Levels_Prins_2017	Ferritin levels	GCST005072	EFO_0004459	5,499 European ancestry women, 4,319 European ancestry men	9818	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005072/harmonised/28887542-GCST005072-EFO_0004459.h.tsv.gz
28887542	 Biomarker-Levels_Prins_2017	Triglyceride levels	GCST005073	EFO_0004530	5,482 European ancestry women, 4,263 European ancestry men	9745	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005073/harmonised/28887542-GCST005073-EFO_0004530.h.tsv.gz
28887542	 Biomarker-Levels_Prins_2017	Testosterone levels	GCST005074	EFO_0004908	4,259 European ancestry men	4259	True	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005074/harmonised/28887542-GCST005074-EFO_0004908.h.tsv.gz
31409800	 Urinary-Metabolites_Pazoki_2019	Urinary sodium excretion	GCST008647	EFO_0009282	446,237 European ancestry individuals	446237	True	
31409800	 Urinary-Metabolites_Pazoki_2019	Urinary potassium excretion	GCST008648	EFO_0009283	446,230 European ancestry individuals	446230	True	
